Identifier	seqid	gene_id	strand	start	end	width	gc	isPresent	log2 Ratio	pValue	fdr	wt_1 [normalized count]	wt_2 [normalized count]	mut_1 [normalized count]	mut_2 [normalized count]	wt_1 [FPKM]	wt_2 [FPKM]	mut_1 [FPKM]	mut_2 [FPKM]
YLR167W	XII	YLR167W	+	498947	499405	459	0.4227	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	457.4	0	0	449.8
YLR257W	XII	YLR257W	+	658826	659791	966	0.4193	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	217.3	0	0	213.7
YLR329W	XII	YLR329W	+	786442; 786713	786615; 787333	795	0.3774	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	264.1	0	0	259.7
YLR336C	XII	YLR336C	-	799697	802396	2700	0.3633	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	77.76	0	0	76.46
YLR412W	XII	YLR412W	+	948368	949192	825	0.3648	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	254.5	0	0	250.2
YLR422W	XII	YLR422W	+	965897	971695	5799	0.3725	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	36.2	0	0	35.6
YML077W	XIII	YML077W	+	111865	112344	480	0.3708	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	437.4	0	0	430.1
YML020W	XIII	YML020W	+	231149	233143	1995	0.399	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	105.2	0	0	103.5
YMR078C	XIII	YMR078C	-	422503	424728	2226	0.3801	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	94.32	0	0	92.74
YMR092C	XIII	YMR092C	-	451632	453479	1848	0.4096	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	113.6	0	0	111.7
YMR132C	XIII	YMR132C	-	534944	535570	627	0.3525	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	334.9	0	0	329.3
YMR133W	XIII	YMR133W	+	536207; 537565	537448; 537609	1287	0.3823	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	163.1	0	0	160.4
YMR230W	XIII	YMR230W	+	732414; 732876	732465; 733141	318	0.3774	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	660.2	0	0	649.2
YMR255W	XIII	YMR255W	+	778001	778567	567	0.3739	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	370.3	0	0	364.1
YMR297W	XIII	YMR297W	+	861922	863520	1599	0.4647	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	131.3	0	0	129.1
YMR317W	XIII	YMR317W	+	907364	910786	3423	0.4347	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	61.34	0	0	60.31
YNL323W	XIV	YNL323W	+	31944	33188	1245	0.3984	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	168.6	0	0	165.8
YNL293W	XIV	YNL293W	+	80640	82541	1902	0.4054	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	110.4	0	0	108.5
YNL271C	XIV	YNL271C	-	129522	135383	5862	0.3918	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	35.82	0	0	35.22
YNL267W	XIV	YNL267W	+	140878	144078	3201	0.3821	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	65.59	0	0	64.49
YNL233W	XIV	YNL233W	+	211922	214600	2679	0.3834	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	78.37	0	0	77.06
YNL143C	XIV	YNL143C	-	356794	357186	393	0.374	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	534.2	0	0	525.3
YNL128W	XIV	YNL128W	+	382359	383663	1305	0.3839	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	160.9	0	0	158.2
YNL120C	XIV	YNL120C	-	401033	401518	486	0.358	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	432	0	0	424.8
YNL059C	XIV	YNL059C	-	512668	514935	2268	0.3854	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	92.57	0	0	91.02
YOL033W	XV	YOL033W	+	263475	265085	1611	0.3873	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	130.3	0	0	128.1
YOL029C	XV	YOL029C	-	269815	270420	606	0.3894	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	346.5	0	0	340.7
YOL024W	XV	YOL024W	+	277086	277604	519	0.3584	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	404.5	0	0	397.8
YOR007C	XV	YOR007C	-	338938	339978	1041	0.4102	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	201.7	0	0	198.3
YOR017W	XV	YOR017W	+	361412	363814	2403	0.3716	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	87.37	0	0	85.91
YOR058C	XV	YOR058C	-	433688	436345	2658	0.3525	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	78.99	0	0	77.67
YOR069W	XV	YOR069W	+	453768	455795	2028	0.3955	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	103.5	0	0	101.8
YOR074C	XV	YOR074C	-	466675	467589	915	0.3967	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	229.5	0	0	225.6
YOR135C	XV	YOR135C	-	580159	580500	342	0.3772	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	613.9	0	0	603.6
YOR178C	XV	YOR178C	-	667860	670241	2382	0.3783	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	88.14	0	0	86.67
YOR247W	XV	YOR247W	+	797676	798308	633	0.4739	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	331.7	0	0	326.1
YOR248W	XV	YOR248W	+	798013	798315	303	0.4455	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	692.9	0	0	681.3
YOR368W	XV	YOR368W	+	1026843	1028048	1206	0.359	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	174.1	0	0	171.2
YOR382W	XV	YOR382W	+	1059531	1059992	462	0.4524	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	454.4	0	0	446.8
YPL240C	XVI	YPL240C	-	96496	98625	2130	0.3906	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	98.57	0	0	96.92
YPL224C	XVI	YPL224C	-	126634	128088	1455	0.4165	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	144.3	0	0	141.9
YPL125W	XVI	YPL125W	+	313388	316486	3099	0.3514	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	67.75	0	0	66.62
YPL010W	XVI	YPL010W	+	535018	535587	570	0.3702	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	368.3	0	0	362.2
YPR034W	XVI	YPR034W	+	639525	640958	1434	0.447	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	146.4	0	0	144
YPR159W	XVI	YPR159W	+	857583	859745	2163	0.4133	FALSE	-0.004009	0.9984	NA	1.028	0	0	0.9966	97.07	0	0	95.44
YAL023C	I	YAL023C	-	106272	108551	2280	0.4456	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	92.08	0	91.76	0
YBL059W	II	YBL059W	+	110594; 110949	110879; 111244	582	0.3918	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	360.7	0	359.5	0
YBL001C	II	YBL001C	-	237153	237467	315	0.3937	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	666.5	0	664.1	0
YBR002C	II	YBR002C	-	241708	242568	861	0.4216	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	243.8	0	243	0
YBR156C	II	YBR156C	-	551104	553200	2097	0.3734	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	100.1	0	99.76	0
YBR190W	II	YBR190W	+	605966	606277	312	0.4679	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	672.9	0	670.5	0
YBR232C	II	YBR232C	-	683373	683732	360	0.4417	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	583.2	0	581.1	0
YCR036W	III	YCR036W	+	193297	194298	1002	0.3982	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	209.5	0	208.8	0
YCR037C	III	YCR037C	-	194414	197185	2772	0.3856	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	75.74	0	75.47	0
YCR093W	III	YCR093W	+	280117	286443	6327	0.3643	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	33.18	0	33.07	0
YDL232W	IV	YDL232W	+	38487	38597	111	0.4144	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	1891	0	1885	0
YDL164C	IV	YDL164C	-	164987	167254	2268	0.3999	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	92.57	0	92.24	0
YDL160C	IV	YDL160C	-	170410	171930	1521	0.3925	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	138	0	137.5	0
YDL143W	IV	YDL143W	+	199996	201582	1587	0.4197	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	132.3	0	131.8	0
YDL126C	IV	YDL126C	-	236157	238664	2508	0.4183	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	83.71	0	83.42	0
YDL105W	IV	YDL105W	+	272389	273597	1209	0.3722	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	173.7	0	173	0
YDR009W	IV	YDR009W	+	463434	464996	1563	0.4133	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	134.3	0	133.8	0
YDR014W	IV	YDR014W	+	474046	475989	1944	0.3338	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	108	0	107.6	0
YDR035W	IV	YDR035W	+	521816	522928	1113	0.4178	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	188.6	0	188	0
YDR104C	IV	YDR104C	-	661173	664910	3738	0.3769	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	56.17	0	55.97	0
YDR162C	IV	YDR162C	-	780390	781100	711	0.3966	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	295.3	0	294.2	0
YDR189W	IV	YDR189W	+	838392	840392	2001	0.3863	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	104.9	0	104.6	0
YDR273W	IV	YDR273W	+	1010176	1011273	1098	0.3971	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	191.2	0	190.5	0
YDR311W	IV	YDR311W	+	1085065	1086993	1929	0.379	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	108.8	0	108.5	0
YDR332W	IV	YDR332W	+	1131001	1133070	2070	0.3643	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	101.4	0	101.1	0
YDR384C	IV	YDR384C	-	1241204	1242031	828	0.4589	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	253.6	0	252.7	0
YDR390C	IV	YDR390C	-	1254937	1256847	1911	0.3726	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	109.9	0	109.5	0
YDR448W	IV	YDR448W	+	1356065	1357369	1305	0.4138	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	160.9	0	160.3	0
YDR507C	IV	YDR507C	-	1462358	1465786	3429	0.3791	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	61.23	0	61.01	0
YIL162W	IX	YIL162W	+	37385	38983	1599	0.4159	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	131.3	0	130.8	0
YIL056W	IX	YIL056W	+	249991	251913	1923	0.4082	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	109.2	0	108.8	0
YIR025W	IX	YIR025W	+	403659	404765	1107	0.4083	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	189.7	0	189	0
YEL061C	V	YEL061C	-	36535	39537	3003	0.354	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	69.91	0	69.67	0
YER030W	V	YER030W	+	213437	213898	462	0.3896	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	454.4	0	452.8	0
YFR001W	VI	YFR001W	+	149110	149724	615	0.3707	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	341.4	0	340.2	0
YFR035C	VI	YFR035C	-	226121	226465	345	0.4493	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	608.6	0	606.4	0
YGL136C	VII	YGL136C	-	252897	253859	963	0.3873	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	218	0	217.2	0
YGL009C	VII	YGL009C	-	476313	478652	2340	0.4043	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	89.72	0	89.4	0
YGR041W	VII	YGR041W	+	577487	579130	1644	0.4009	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	127.7	0	127.3	0
YGR144W	VII	YGR144W	+	780399	781379	981	0.4455	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	214	0	213.3	0
YHL048W	VIII	YHL048W	+	6401	7546	1146	0.3866	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	183.2	0	182.6	0
YHL018W	VIII	YHL018W	+	69708	70070	363	0.4738	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	578.4	0	576.3	0
YHR137W	VIII	YHR137W	+	375709	377250	1542	0.4073	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	136.2	0	135.7	0
YHR140W	VIII	YHR140W	+	380572	381291	720	0.3653	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	291.6	0	290.6	0
YHR146W	VIII	YHR146W	+	390300	391697	1398	0.4185	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	150.2	0	149.6	0
YHR163W	VIII	YHR163W	+	423724	424473	750	0.4373	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	279.9	0	278.9	0
YHR183W	VIII	YHR183W	+	470960	472429	1470	0.4449	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	142.8	0	142.3	0
YJL143W	X	YJL143W	+	147101	147577	477	0.478	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	440.2	0	438.6	0
YJL124C	X	YJL124C	-	187126	187644	519	0.4066	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	404.5	0	403.1	0
YJL038C	X	YJL038C	-	375115	375774	660	0.3727	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	318.1	0	317	0
YJR014W	X	YJR014W	+	461829	462425	597	0.4204	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	351.7	0	350.4	0
YJR056C	X	YJR056C	-	541792	542502	711	0.4037	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	295.3	0	294.2	0
YKL178C	XI	YKL178C	-	113215	114627	1413	0.3786	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	148.6	0	148.1	0
YKL033W	XI	YKL033W	+	375456	378572	3117	0.358	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	67.36	0	67.12	0
YKL023W	XI	YKL023W	+	393721	394554	834	0.4101	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	251.7	0	250.8	0
YKL002W	XI	YKL002W	+	437778; 437906	437837; 438544	699	0.4134	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	300.4	0	299.3	0
YLR018C	XII	YLR018C	-	178707	179606	900	0.4378	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	233.3	0	232.5	0
YLR033W	XII	YLR033W	+	208761	210269	1509	0.3486	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	139.1	0	138.6	0
YLR079W	XII	YLR079W	+	286820	287674	855	0.4316	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	245.6	0	244.7	0
YLR132C	XII	YLR132C	-	407283	408155	873	0.3826	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	240.5	0	239.6	0
YLR228C	XII	YLR228C	-	600019	602463	2445	0.409	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	85.87	0	85.56	0
YLR239C	XII	YLR239C	-	616332	617318	987	0.3789	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	212.7	0	212	0
YLR438C-A	XII	YLR438C-A	-	1013909	1014178	270	0.4926	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	777.6	0	774.8	0
YLR450W	XII	YLR450W	+	1032627	1035764	3138	0.3932	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	66.91	0	66.67	0
YML114C	XIII	YML114C	-	42043	43575	1533	0.4279	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	137	0	136.5	0
YML100W	XIII	YML100W	+	70624	73920	3297	0.4374	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	63.68	0	63.45	0
YML078W	XIII	YML078W	+	111002	111550	549	0.4171	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	382.4	0	381.1	0
YML008C	XIII	YML008C	-	251839	252990	1152	0.4115	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	182.2	0	181.6	0
YMR021C	XIII	YMR021C	-	317165	318418	1254	0.3987	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	167.4	0	166.8	0
YMR102C	XIII	YMR102C	-	469848	472352	2505	0.4004	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	83.81	0	83.51	0
YMR185W	XIII	YMR185W	+	629025	631970	2946	0.3439	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	71.27	0	71.01	0
YMR273C	XIII	YMR273C	-	811233	813980	2748	0.4247	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	76.4	0	76.13	0
YNL264C	XIV	YNL264C	-	145563	146615	1053	0.4036	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	199.4	0	198.7	0
YNL260C	XIV	YNL260C	-	156859	157455	597	0.33	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	351.7	0	350.4	0
YNL065W	XIV	YNL065W	+	503724	505484	1761	0.4026	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	119.2	0	118.8	0
YNL053W	XIV	YNL053W	+	529942	531411	1470	0.4204	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	142.8	0	142.3	0
YNL021W	XIV	YNL021W	+	593227	595347	2121	0.3857	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	98.99	0	98.64	0
YNR052C	XIV	YNR052C	-	719346	720647	1302	0.4416	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	161.3	0	160.7	0
YOL133W	XV	YOL133W	+	70325	70690	366	0.4344	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	573.6	0	571.6	0
YOL131W	XV	YOL131W	+	73031	73357	327	0.4312	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	642.1	0	639.8	0
YOL089C	XV	YOL089C	-	150398	153490	3093	0.3579	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	67.88	0	67.64	0
YOR004W	XV	YOR004W	+	333592	334356	765	0.3987	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	274.4	0	273.5	0
YOR040W	XV	YOR040W	+	407064	407921	858	0.4161	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	244.7	0	243.8	0
YOR087W	XV	YOR087W	+	487707	489734	2028	0.3841	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	103.5	0	103.2	0
YOR192C	XV	YOR192C	-	698768	700567	1800	0.4106	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	116.6	0	116.2	0
YOR212W	XV	YOR212W	+	742910	744181	1272	0.3962	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	165.1	0	164.5	0
YOR390W	XV	YOR390W	+	1076784	1077911	1128	0.383	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	186.1	0	185.5	0
YPL265W	XVI	YPL265W	+	41043	42869	1827	0.3952	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	114.9	0	114.5	0
YPL189W	XVI	YPL189W	+	189154	190983	1830	0.3776	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	114.7	0	114.3	0
YPL144W	XVI	YPL144W	+	280480	280926	447	0.4049	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	469.7	0	468	0
YPL107W	XVI	YPL107W	+	349119	349865	747	0.419	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	281.1	0	280.1	0
YPL070W	XVI	YPL070W	+	420948	422786	1839	0.3507	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	114.2	0	113.8	0
YPL023C	XVI	YPL023C	-	504339	506312	1974	0.4195	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	106.4	0	106	0
YPR018W	XVI	YPR018W	+	594476	596296	1821	0.385	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	115.3	0	114.9	0
YPR196W	XVI	YPR196W	+	931376	932788	1413	0.3885	FALSE	-0.003343	0.9987	NA	1.028	0	1.003	0	148.6	0	148.1	0
YJL203W	X	YJL203W	+	53341	54183	843	0.3832	FALSE	-0.001543	0.9988	NA	3.083	0.974	3.008	0.9966	747.2	240.3	744.5	244.9
YHR164C	VIII	YHR164C	-	424610	429178	4569	0.3758	FALSE	-0.0007083	0.9989	NA	6.165	9.74	8.02	7.973	275.7	443.4	366.3	361.5
YDR190C	IV	YDR190C	-	840604	841995	1392	0.4059	FALSE	-0.0007084	0.9989	NA	8.22	6.818	8.02	6.976	1207	1019	1202	1038
YGL180W	VII	YGL180W	+	160065	162758	2694	0.3716	FALSE	-0.0007077	0.999	NA	7.193	5.844	9.023	3.986	545.5	451.2	698.9	306.5
YNL203C	XIV	YNL203C	-	259439	260050	612	0.4118	FALSE	-0.001469	0.999	NA	2.055	0.974	1.003	1.993	686.1	331	341.8	674.6
YPL141C	XVI	YPL141C	-	283464	286061	2598	0.3926	FALSE	-0.0007954	0.999	NA	9.248	0.974	4.01	5.98	727.3	77.98	322.1	476.8
YDR514C	IV	YDR514C	-	1471548	1472999	1452	0.3919	FALSE	-0.001462	0.999	NA	2.055	0.974	1.003	1.993	289.2	139.5	144.1	284.4
YKR080W	XI	YKR080W	+	590395	591357	963	0.3967	FALSE	-0.0007064	0.999	NA	6.165	5.844	6.015	5.98	1308	1262	1303	1286
YAL016W	I	YAL016W	+	124879	126786	1908	0.3826	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	106.2	109.6	0
YAR003W	I	YAR003W	+	155005	156285	1281	0.4005	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	158.2	163.3	0
YBR004C	II	YBR004C	-	244366	245667	1302	0.3425	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	155.6	160.7	0
YBR084W	II	YBR084W	+	411054	413981	2928	0.416	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	69.19	71.45	0
YBR128C	II	YBR128C	-	493081	494115	1035	0.3807	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	195.7	202.1	0
YBR259W	II	YBR259W	+	730387	732453	2067	0.3537	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	98.01	101.2	0
YBR281C	II	YBR281C	-	764970	767606	2637	0.3728	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	76.83	79.33	0
YCL049C	III	YCL049C	-	39786	40724	939	0.4356	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	215.8	222.8	0
YCL017C	III	YCL017C	-	92777	94270	1494	0.4317	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	135.6	140	0
YCR023C	III	YCR023C	-	158538	160373	1836	0.3813	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	110.3	113.9	0
YCR026C	III	YCR026C	-	164111	166339	2229	0.4029	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	90.89	93.86	0
YCR042C	III	YCR042C	-	201174	205397	4224	0.3681	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	47.96	49.53	0
YCR084C	III	YCR084C	-	260311	262452	2142	0.4552	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	94.58	97.67	0
YDL244W	IV	YDL244W	+	16204	17226	1023	0.4389	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	198	204.5	0
YDL235C	IV	YDL235C	-	33415	33918	504	0.3552	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	402	415.1	0
YDL202W	IV	YDL202W	+	98475	99224	750	0.4093	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	270.1	278.9	0
YDL142C	IV	YDL142C	-	201719	202570	852	0.3897	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	237.8	245.5	0
YDR034C	IV	YDR034C	-	509737	512109	2373	0.3611	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	85.37	88.16	0
YDR109C	IV	YDR109C	-	673520	675667	2148	0.4055	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	94.32	97.4	0
YDR134C	IV	YDR134C	-	721071	721481	411	0.4842	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	492.9	509	0
YDR398W	IV	YDR398W	+	1267471	1269402	1932	0.4177	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	104.9	108.3	0
YDR430C	IV	YDR430C	-	1325501	1328470	2970	0.3879	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	68.21	70.44	0
YIL150C	IX	YIL150C	-	61013	62728	1716	0.3986	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	118.1	121.9	0
YIL099W	IX	YIL099W	+	178004	179653	1650	0.4703	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	122.8	126.8	0
YIL013C	IX	YIL013C	-	328207	332442	4236	0.3902	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	47.83	49.39	0
YIR014W	IX	YIR014W	+	381086	381814	729	0.4156	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	277.9	287	0
YER069W	V	YER069W	+	295410	298001	2592	0.4024	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	78.16	80.71	0
YER176W	V	YER176W	+	541690	545055	3366	0.3948	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	60.19	62.15	0
YFL053W	VI	YFL053W	+	23423	25198	1776	0.464	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	114.1	117.8	0
YFL011W	VI	YFL011W	+	112345	113985	1641	0.4113	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	123.5	127.5	0
YFR031C-A	VI	YFR031C-A	-	220507; 221415	221267; 221418	765	0.4745	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	264.8	273.5	0
YGL257C	VII	YGL257C	-	12481	14157	1677	0.3679	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	120.8	124.7	0
YGL254W	VII	YGL254W	+	22304	23203	900	0.4167	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	225.1	232.5	0
YGL140C	VII	YGL140C	-	241353	245012	3660	0.3899	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	55.35	57.16	0
YGL084C	VII	YGL084C	-	350616	352298	1683	0.3743	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	120.4	124.3	0
YGL062W	VII	YGL062W	+	385196	388732	3537	0.4343	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	57.28	59.15	0
YGL057C	VII	YGL057C	-	394966	395829	864	0.375	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	234.5	242.1	0
YGL055W	VII	YGL055W	+	398628	400160	1533	0.411	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	132.2	136.5	0
YGL011C	VII	YGL011C	-	474489	475247	759	0.4045	FALSE	0.002679	0.999	NA	0	0.974	1.003	0	0	266.9	275.6	0
